% This ascii data file is produced by extracting Columns #4 (z), #5 (logFUV), #6 (sigma_logFUV), #7 (logFX), and #8 (sigma_logFX) from 'table3.dat' made available under title 'Quasars as standard candles. III.: J/A+A/642/A150' in VizieR (URL: http://cdsarc.u-strasbg.fr/viz-bin/cat/J/A+A/642/A150), which is the data used by Lusso, E., et al., A&A 642, A150, 24 (2020); e-print: https://arxiv.org/abs/2008.08586.
%
% Columns:
% z - redshift
% logFUV - rest-frame flux at 2500 Angstroem in units of log(erg/s/cm^2^)
% sigma_logFUV - error on rest-frame flux at 2500 Angstroem
% logFX - rest-frame flux at 2keV in units of log(erg/s/cm^2^)
% sigma_logFX - error on rest-frame flux at 2keV
%
% Credits: 
% Peter Raffai, Gergely Dalya, Alexandra Karsai; 
% Institute of Physics, Eotvos Lorand University, H-1117 Budapest, Pazmany P. s. 1/A.
% All rights reserved. (2021)
% Contact: peter.raffai@ttk.elte.hu
%
% z logFUV sigma_logFUV logFX sigma_logFX
1.1288 -27.1161 0.00993 -31.3929 0.05899
1.248 -27.3933 0.00864 -31.5962 0.04666
1.2536 -28.0637 0.01443 -32.042 0.08829
1.1575 -28.2518 0.01984 -31.704 0.05434
1.2919 -27.5158 0.01089 -31.4184 0.04018
1.1546 -27.6309 0.01058 -31.1263 0.05109
1.204 -27.5728 0.01084 -31.7367 0.05052
1.1874 -27.4283 0.01106 -31.6331 0.05934
1.2496 -27.7746 0.0104 -31.4828 0.04872
1.182 -28.0948 0.01479 -31.8498 0.07573
1.23 -28.2406 0.01968 -31.7826 0.06245
1.1446 -27.6229 0.01074 -31.6754 0.05933
1.2904 -28.1507 0.01689 -32.4491 0.16046
1.2171 -27.9965 0.01235 -31.5193 0.06534
1.2542 -27.0569 0.00895 -30.8007 0.01438
1.1753 -27.0351 0.00903 -30.9595 0.04492
1.2754 -27.3796 0.01002 -31.50515 0.05297
1.2477 -28.1872 0.01986 -32.0412 0.08736
1.2735 -26.9738 0.01035 -30.7777 0.04955
1.1904 -27.322 0.00952 -31.5296 0.05998
1.1521 -27.3715 0.01109 -31.3646 0.03081
1.193 -27.4597 0.00787 -31.25675 0.05777
1.194 -27.7791 0.01111 -31.4428 0.06476
1.181 -28.0319 0.01473 -31.3112 0.02691
1.269 -27.9076 0.01411 -31.7773 0.09617
1.168 -28.1274 0.01512 -32.05355 0.08643
1.228 -27.9313 0.13133 -31.2978 0.05429
1.2754 -27.5101 0.01016 -31.0928 0.03666
1.1281 -27.4794 0.00815 -31.4939 0.07671
1.1755 -28.1926 0.01717 -31.6041 0.06164
1.1732 -27.3197 0.00828 -31.1771 0.04135
1.162 -27.1832 0.00749 -31.3436 0.06098
1.164 -27.8608 0.01049 -31.7558 0.07769
1.1537 -28.0127 0.01539 -31.6915 0.03467
1.3542 -27.1404 0.01177 -30.8559 0.04113
1.4203 -27.7474 0.01138 -31.5794 0.03603
1.4271 -28.6035 0.03257 -32.0451 0.07332
1.474 -27.9662 0.01488 -31.727 0.04504
1.3613 -27.2642 0.01008 -31.4421 0.08586
1.4687 -27.9631 0.01529 -31.5799 0.09356
1.4645 -27.7853 0.01192 -32.1088 0.11962
1.321 -28.1589 0.01511 -31.3402 0.04067
1.3984 -27.7163 0.01159 -31.5096 0.0817
1.329 -28.1757 0.02182 -31.6811 0.03009
1.324 -27.8957 0.0182 -31.3718 0.05125
1.314 -27.6098 0.01363 -31.2475 0.06226
1.3844 -28.0612 0.01491 -31.5132 0.04955
1.307 -28.2208 0.01859 -31.5174 0.04238
1.4662 -27.4368 0.01055 -31.5752 0.07016
1.461 -27.7622 0.01146 -31.9477 0.06495
1.318 -28.2947 0.02332 -32.0338 0.06299
1.445 -28.1743 0.0174 -31.8361 0.03436
1.3552 -27.9553 0.01297 -32.0002 0.12443
1.4079 -27.4474 0.00839 -31.6424 0.07081
1.3243 -27.8229 0.01257 -31.3635 0.06847
1.3619 -27.9913 0.01687 -31.9629 0.10518
1.4861 -27.5132 0.00864 -31.1686 0.04257
1.416 -26.6442 0.01171 -30.34316 0.03104
1.4511 -27.5383 0.00933 -31.6974 0.08478
1.4648 -27.4892 0.00979 -31.1856 0.05485
1.3566 -27.549 0.01334 -31.6534 0.055
1.3071 -27.7911 0.01274 -31.44085 0.03904
1.4399 -28.4582 0.03002 -31.8078 0.0547
1.4422 -27.4907 0.00877 -31.1435 0.03081
1.4672 -27.0967 0.00871 -31.5889 0.1123
1.4857 -27.3156 0.00897 -31.1374 0.07893
1.364 -27.1486 0.01002 -31.2034 0.05324
1.4231 -27.5454 0.00926 -31.4533 0.06386
1.4098 -27.4254 0.01033 -31.3294 0.06681
1.3183 -27.4235 0.01015 -30.9674 0.01322
1.377 -27.0084 0.01645 -31.3196 0.0828
1.3563 -27.2686 0.00986 -31.3239 0.05263
1.393 -27.682 0.01124 -31.4784 0.05147
1.493 -27.7793 0.01065 -31.93218 0.09956
1.377 -27.3304 0.00969 -31.228 0.10887
1.3487 -27.1044 0.00785 -31.4524 0.05142
1.4375 -27.7321 0.01222 -31.31783 0.03653
1.3283 -26.1368 0.00894 -30.6204 0.01579
1.449 -27.7458 0.01112 -31.7373 0.0464
1.365 -27.765 0.01264 -32.1767 0.06829
1.3426 -27.378 0.00881 -31.1866 0.08111
1.4147 -27.0052 0.00943 -30.6598 0.03936
1.442 -27.1079 0.00848 -31.3733 0.11498
1.4858 -27.9098 0.01085 -31.9517 0.09087
1.306 -26.9062 0.00869 -31.1203 0.07349
1.3767 -27.5669 0.00975 -31.8502 0.13303
1.5724 -27.9225 0.01252 -31.7638 0.06946
1.5539 -27.9438 0.01409 -31.82 0.11154
1.5639 -27.5909 0.00965 -31.3457 0.05672
1.6036 -27.3453 0.01043 -31.396 0.09119
1.657 -27.9606 0.01569 -31.8023 0.06368
1.609 -27.7652 0.00972 -31.7508 0.0615
1.507 -28.311 0.01961 -31.8828 0.062
1.686 -27.0977 0.00751 -31.6144 0.04148
1.648 -28.1473 0.01712 -31.5752 0.0529
1.6282 -27.0546 0.01093 -30.968 0.04893
1.5027 -27.9744 0.01407 -31.7803 0.11147
1.5925 -28.1701 0.01883 -32.2512 0.11578
1.5003 -27.0612 0.00689 -31.5291 0.06035
1.6896 -27.8024 0.00974 -31.5532 0.07446
1.5784 -27.8492 0.00951 -31.6966 0.09833
1.5727 -27.6194 0.01074 -31.95 0.04433
1.5148 -28.2007 0.01989 -31.3486 0.03639
1.5016 -27.819 0.0099 -31.6585 0.09233
1.5339 -27.5611 0.00894 -31.6975 0.09604
1.536 -27.7495 0.01046 -31.7044 0.08319
1.5039 -27.7092 0.00866 -31.34045 0.02947
1.5225 -27.1892 0.00804 -31.26327 0.04228
1.5293 -28.0616 0.01466 -31.639 0.06847
1.5874 -27.3968 0.00863 -31.4885 0.08299
1.5751 -28.5067 0.03891 -32.3028 0.1124
1.6003 -27.5459 0.00937 -31.7788 0.10384
1.6274 -27.8719 0.01208 -32.23755 0.15457
1.6079 -27.9673 0.01465 -32.10105 0.13459
1.6644 -27.7888 0.01032 -31.9653 0.12163
1.514 -27.6509 0.01288 -31.6698 0.10914
1.5234 -28.4125 0.02652 -32.4391 0.14327
1.5816 -28.5049 0.03279 -32.0484 0.08
1.6182 -28.3116 0.0209 -32.084 0.10601
1.656 -27.2226 0.00982 -31.1252 0.03689
1.6261 -27.5573 0.00922 -31.7069 0.09702
1.5393 -27.21 0.01005 -31.3885 0.06986
1.5029 -27.5541 0.00768 -31.8075 0.15585
1.5954 -27.1754 0.0141 -31.4596 0.11225
1.652 -27.9455 0.01427 -31.7667 0.09355
1.583 -28.6251 0.04473 -32.0063 0.08375
1.678 -26.8609 0.00721 -31.1652 0.05073
1.5 -27.8419 0.01154 -31.77995 0.09445
1.5259 -27.4075 0.00846 -31.4981 0.03457
1.5562 -27.4519 0.01044 -31.3591 0.08047
1.5314 -27.2511 0.0077 -30.756 0.02769
1.6122 -27.5105 0.00853 -31.5186 0.0414
1.5346 -27.454 0.00956 -31.6491 0.07565
1.508 -27.3266 0.00842 -31.7742 0.0552
1.6708 -27.4915 0.00894 -31.3502 0.04952
1.515 -27.6439 0.0097 -31.8272 0.10375
1.6518 -27.2741 0.00869 -31.1293 0.06278
1.6158 -28.2047 0.02301 -32.1387 0.11934
1.5241 -27.9135 0.01285 -31.685 0.04152
1.633 -27.9633 0.01311 -31.8974 0.06254
1.515 -27.4593 0.00978 -31.9234 0.09916
1.516 -28.3247 0.02506 -31.9616 0.08416
1.684 -28.0236 0.01518 -31.31367 0.05059
1.6377 -26.7726 0.00753 -31.237 0.0575
1.646 -27.8761 0.01181 -31.79081 0.08486
1.6464 -27.2387 0.01045 -31.4802 0.04943
1.6516 -27.8681 0.01265 -31.761 0.06029
1.626 -27.4189 0.00922 -31.6477 0.07106
1.5376 -27.07 0.00588 -31.8205 0.10846
1.5731 -27.3598 0.01424 -30.9985 0.06454
1.5332 -27.4685 0.00967 -31.4519 0.05946
1.652 -27.8047 0.01109 -31.8815 0.15142
1.5232 -27.2172 0.01039 -31.35215 0.06572
1.721 -27.1219 0.01216 -31.3782 0.09874
1.7633 -27.3203 0.00799 -31.3138 0.06433
1.7644 -28.2594 0.0202 -31.7111 0.06469
1.7355 -27.3621 0.01158 -31.3186 0.06983
1.889 -26.9326 0.00849 -31.24795 0.10555
1.762 -28.2272 0.02905 -31.6101 0.0391
1.8864 -27.5651 0.01153 -31.195 0.02677
1.8562 -27.9985 0.01911 -31.8213 0.09848
1.812 -28.6536 0.0476 -32.2391 0.08182
1.8999 -28.1805 0.01692 -32.0982 0.14957
1.905 -26.2817 0.00779 -31.1414 0.09455
1.7495 -27.869 0.01245 -31.7446 0.12501
1.839 -27.7724 0.01151 -31.5373 0.05447
1.7391 -27.1587 0.00917 -31.4638 0.03991
1.756 -28.2772 0.02436 -31.8599 0.07904
1.8055 -28.0681 0.01525 -31.8322 0.03924
1.7174 -27.2928 0.00976 -31.2526 0.05186
1.853 -26.8232 0.00844 -31.1817 0.05896
1.842 -27.5937 0.01028 -31.7672 0.13881
1.864 -27.6587 0.01032 -31.6069 0.06276
1.7895 -27.2825 0.00732 -31.2954 0.10325
1.936 -27.9366 0.01357 -31.2994 0.05478
1.878 -27.2034 0.00845 -30.8833 0.04691
1.7552 -26.2315 0.00936 -31.1297 0.08131
1.7399 -27.5062 0.01545 -31.06568 0.03692
1.835 -27.6533 0.01156 -30.9849 0.02914
1.8918 -28.3413 0.02769 -32.4001 0.17246
1.9284 -28.1225 0.01662 -31.6325 0.04428
1.936 -28.3222 0.0245 -31.7624 0.08079
1.7945 -27.4821 0.01264 -31.1929 0.02878
1.725 -27.9531 0.01264 -31.4475 0.04118
1.7218 -27.5428 0.00983 -31.7457 0.09571
1.742 -28.0473 0.01632 -32.0734 0.07892
1.7734 -28.3773 0.03101 -32.3525 0.12812
1.791 -28.0107 0.0127 -32.0211 0.08759
1.8805 -27.0129 0.00786 -31.1619 0.09074
1.7191 -27.5607 0.01031 -31.8261 0.09988
1.921 -27.2225 0.01506 -31.7316 0.14513
1.944 -26.5697 0.00852 -31.2018 0.10072
1.804 -28.3838 0.04121 -31.8831 0.04324
1.869 -27.5499 0.01305 -31.4684 0.11881
1.808 -27.2216 0.00908 -31.1661 0.09259
1.879 -27.7536 0.01089 -31.7461 0.0588
1.7645 -27.5833 0.00956 -31.4487 0.06856
1.9 -28.3541 0.02435 -32.011 0.12301
1.731 -28.0749 0.01501 -32.24207 0.15696
1.901 -27.8258 0.01162 -31.8243 0.15615
1.882 -27.0545 0.00731 -31.46525 0.05677
1.736 -27.1223 0.00768 -31.4883 0.04516
1.8466 -27.8082 0.01366 -31.4948 0.10003
1.7194 -26.787 0.00722 -31.131 0.05305
1.927 -27.9788 0.01329 -31.6999 0.12326
1.8995 -27.4624 0.00794 -31.3977 0.0413
1.7111 -27.5462 0.01207 -31.6149 0.11859
1.901 -26.7867 0.00865 -31.3646 0.06932
1.7352 -27.6303 0.00829 -31.7923 0.08404
1.7566 -27.6516 0.00969 -31.4219 0.08264
2.0197 -26.8845 0.0086 -31.4645 0.07853
2.0121 -27.4843 0.01331 -31.5601 0.05711
1.9551 -27.2872 0.01128 -31.4948 0.08571
1.9817 -28.1618 0.02555 -32.0445 0.12724
2.1132 -28.073 0.03061 -31.8576 0.08401
2.0009 -27.9921 0.01543 -31.929 0.11688
2.1786 -27.7155 0.01569 -31.6098 0.12303
2.182 -27.9053 0.02059 -31.5446 0.07748
1.9703 -27.4512 0.00831 -31.5414 0.081
1.9974 -28.1802 0.0167 -32.2186 0.16513
2.05 -28.196 0.02607 -32.1668 0.15054
1.9602 -28.5158 0.03938 -32.1823 0.10534
1.9727 -26.3933 0.00714 -31.2297 0.11033
2.1876 -27.771 0.01426 -31.6382 0.07711
2.045 -26.9659 0.0083 -31.208 0.03977
2.1368 -28.5647 0.05837 -32.0003 0.09139
2.0505 -27.4756 0.0099 -31.7038 0.0857
2.1007 -27.9369 0.01659 -31.6517 0.08531
2.0318 -28.0315 0.01831 -31.9711 0.11332
1.9645 -27.9686 0.01617 -31.8058 0.10471
2.0684 -27.2063 0.01207 -31.5362 0.14611
1.9622 -27.5732 0.01131 -31.5117 0.03531
2.089 -27.5064 0.01047 -31.2359 0.07302
2.135 -28.3208 0.0304 -31.7681 0.09393
1.977 -27.7197 0.01036 -31.6403 0.09264
2.175 -26.6879 0.00858 -31.2184 0.06278
1.997 -27.6256 0.00964 -31.6919 0.07902
1.971 -28.1215 0.01769 -31.33945 0.04806
2.0705 -28.1119 0.01791 -32.0259 0.10953
1.9989 -27.9184 0.01436 -32.2135 0.09168
2.179 -26.6784 0.01166 -30.6072 0.04986
1.9617 -27.6091 0.01157 -31.5825 0.11699
2.065 -28.2806 0.02462 -32.2939 0.11358
2.0039 -28.4932 0.03772 -32.2363 0.1177
2.0104 -27.6158 0.01015 -31.458 0.08479
1.9566 -27.9067 0.01154 -31.59327 0.04973
2.093 -27.4485 0.00872 -31.7769 0.12087
2.168 -28.5447 0.06575 -32.2209 0.14348
2.153 -27.3811 0.01204 -31.5765 0.11381
1.96 -27.9875 0.01518 -31.4876 0.0485
1.9625 -28.094 0.01751 -32.0042 0.08818
1.952 -28.2865 0.02423 -31.7359 0.08205
2.1319 -28.091 0.02093 -31.9179 0.1103
2.087 -26.9462 0.00788 -31.3539 0.06485
2.018 -28.3243 0.02091 -32.01 0.08364
1.9414 -27.4314 0.00865 -31.6732 0.0687
2.195 -27.4368 0.01072 -31.8578 0.13578
2.1308 -26.7949 0.00997 -31.464 0.14287
2.124 -28.407 0.03679 -32.235 0.1449
2.12 -27.5017 0.011 -31.6757 0.07053
2.141 -27.9274 0.01394 -31.7098 0.07371
2.0039 -28.1669 0.02418 -32.111 0.12357
2.114 -28.5034 0.04226 -31.8396 0.12817
2.172 -27.5694 0.01231 -31.5483 0.10309
2.1968 -27.9207 0.01955 -32.1128 0.14057
2.1632 -27.4404 0.01283 -31.6772 0.06383
2.169 -28.2827 0.03033 -31.3135 0.06084
2.0387 -27.3622 0.01441 -31.4902 0.13063
2.367 -28.1321 0.03039 -32.2384 0.20642
2.384 -27.8285 0.02199 -31.8995 0.15791
2.347 -27.3128 0.01005 -31.4041 0.06432
2.41 -27.8728 0.01979 -31.7356 0.05382
2.274 -26.7513 0.00749 -31.3934 0.09735
2.369 -27.7635 0.01803 -32.6407 0.23187
2.393 -27.4182 0.0098 -31.7364 0.07505
2.2688 -27.9652 0.01485 -31.7289 0.10428
2.418 -27.907 0.02099 -32.0573 0.1665
2.246 -27.3882 0.0126 -31.7758 0.14301
2.295 -28.0125 0.0282 -32.2944 0.1446
2.338 -27.7627 0.01611 -31.6658 0.14828
2.314 -27.3631 0.01218 -31.53015 0.09031
2.393 -27.817 0.02185 -31.7793 0.11065
2.491 -26.9248 0.00841 -31.0283 0.0591
2.201 -27.8995 0.01674 -31.7582 0.12353
2.281 -28.3474 0.03828 -32.13855 0.1268
2.272 -28.2128 0.02453 -32.0412 0.10795
2.234 -27.7019 0.01457 -31.8377 0.16229
2.369 -27.6847 0.01391 -31.9909 0.11272
2.287 -27.8132 0.02057 -32.26 0.14328
2.314 -27.7282 0.01662 -31.9601 0.14328
2.377 -28.0235 0.02808 -32.0187 0.11084
2.386 -27.6422 0.01366 -31.5448 0.07452
2.268 -26.3678 0.00955 -30.6224 0.09895
2.362 -27.6941 0.01354 -31.8168 0.05572
2.427 -27.2039 0.00858 -31.7207 0.18312
2.239 -28.0986 0.02894 -31.8146 0.08626
2.362 -28.344 0.065 -32.3069 0.15307
2.254 -27.375 0.00874 -31.3174 0.05839
2.343 -28.3394 0.04057 -32.468 0.15857
2.377 -28.1555 0.03465 -32.3794 0.10457
2.393 -27.7987 0.01882 -31.7677 0.16318
2.484 -27.5889 0.01339 -31.8981 0.15381
2.213 -26.8887 0.00831 -31.1208 0.0993
2.427 -27.9477 0.02533 -32.0109 0.11244
2.296 -26.7072 0.00857 -31.0607 0.05681
2.323 -28.2123 0.03496 -32.294 0.17752
2.353 -27.2665 0.00826 -31.2408 0.06095
2.485 -27.5417 0.0126 -32.093 0.18598
2.297 -27.6822 0.01428 -31.5381 0.08855
2.275 -27.9809 0.02014 -31.9995 0.06921
2.356 -27.8034 0.01429 -31.7235 0.12672
2.377 -28.0414 0.02689 -31.7575 0.12987
2.47 -27.2969 0.01048 -31.3082 0.1587
2.677 -28.0133 0.03662 -31.6471 0.11166
2.882 -27.4975 0.01675 -31.4969 0.16043
2.741 -27.5122 0.02407 -31.7049 0.16792
2.925 -27.881 0.11417 -31.5936 0.14309
2.516 -28.0627 0.04199 -31.9345 0.10977
2.725 -26.5263 0.01029 -30.6641 0.03212
2.693 -27.8595 0.0233 -32.1244 0.23062
2.6957 -27.3413 0.01418 -31.3935 0.15804
2.515 -26.9355 0.00852 -31.3636 0.11486
2.847 -27.0998 0.01951 -31.4034 0.19279
2.627 -27.71 0.0254 -31.7726 0.07805
2.711 -27.3887 0.01258 -31.7416 0.07754
2.883 -26.9007 0.01913 -31.0939 0.11483
2.611 -28.1231 0.05858 -31.8547 0.16961
2.592 -27.798 0.03146 -31.63655 0.09343
2.8071 -27.0043 0.01613 -30.9139 0.0557
2.625 -26.5699 0.00874 -31.1873 0.09308
2.985 -26.6441 0.02016 -30.8648 0.09377
2.967 -28.2906 0.07148 -31.9273 0.16771
2.524 -28.3194 0.04751 -32.1105 0.15364
2.559 -27.7491 0.01929 -31.8488 0.19708
2.657 -28.247 0.06369 -31.9958 0.13573
2.515 -27.6295 0.02074 -31.7633 0.19497
2.823 -26.5827 0.0153 -31.3401 0.14123
2.695 -27.6975 0.02427 -31.92225 0.08598
2.924 -28.1636 0.14992 -32.1948 0.16151
2.573 -27.849 0.02615 -31.6802 0.11002
2.83 -28.2439 0.04 -32.2109 0.21813
2.744 -28.093 0.07539 -31.7223 0.09062
2.691 -27.2973 0.00966 -31.5896 0.15993
2.516 -28.3694 0.06459 -31.9044 0.09656
2.568 -27.9792 0.03078 -32.1745 0.21285
2.706 -27.5217 0.01207 -31.8955 0.24301
2.522 -28.3872 0.06481 -31.7916 0.09854
2.633 -26.6755 0.00769 -30.8906 0.15791
2.912 -28.2655 0.16396 -32.0644 0.11737
2.765 -27.7186 0.02233 -31.4396 0.15233
2.518 -27.0329 0.00945 -31.5822 0.06922
2.706 -27.5154 0.01444 -31.7111 0.19042
2.526 -27.5735 0.01486 -31.4921 0.03982
2.54 -27.9944 0.0305 -31.9113 0.10079
2.54 -26.2227 0.00576 -31.1921 0.07439
3.22 -26.3751 0.03841 -30.49 0.11916
3.209 -26.6311 0.03835 -31.3444 0.20531
3.395 -26.8369 0.07219 -31.3803 0.16795
3.165 -27.3691 0.00954 -32.1848 0.18599
2.985 -27.1098 0.00893 -31.6028 0.2518
3.435 -27.506 0.01517 -31.7154 0.0775
3.461 -27.9809 0.0308 -31.9669 0.20403
3.07 -28.0586 0.21345 -31.9716 0.20329
3.029 -28.176 0.18592 -32.02645 0.09952
3.194 -28.1706 0.27179 -32.1026 0.14909
3.269 -27.7048 0.01944 -31.9656 0.28176
3.172 -27.4499 0.25777 -31.6751 0.15828
3.578 -27.693 0.01785 -31.6325 0.08677
3.973 -26.8821 0.22779 -31.4333 0.22249
3.632 -28.1868 0.05577 -32.0535 0.18872
3.981 -27.6428 0.01513 -31.6654 0.1977
3.832 -27.3903 0.01077 -31.73705 0.17624
3.661 -28.3082 0.06101 -32.2155 0.18572
3.7027 -26.8061 0.15991 -31.0466 0.22533
3.735 -27.1242 0.17717 -31.444 0.17835
0.0327 -24.8822 0.005 -28.393 0.01
0.0364 -25.4624 0.011 -29.151 0.01
0.009 -25.7857 0.003 -28.385 0.01
0.0858 -25.1024 0.005 -28.773 0.01
0.0371 -25.0985 0.007 -28.473 0.01
0.0573 -25.1889 0.003 -28.918 0.01
0.0329 -25.372 0.006 -28.575 0.01
0.0163 -25.0169 0.01 -28.551 0.01
0.0708 -25.7341 0.006 -29.367 0.01
0.0469 -25.2542 0.018 -28.541 0.01
0.047 -25.3364 0.01 -29.013 0.01
0.0866 -25.2751 0.006 -29.019 0.01
0.0344 -24.8913 0.006 -28.435 0.01
6.253 -28.2532 0.28 -32.70632 0.225
6.1225 -28.05592 0.6 -32.50904 0.2
6.047 -28.63139 0.19 -31.96472 0.075
6.3258 -27.28887 0.2 -31.8722 0.025
6.379 -27.82531 0.5 -32.40864 0.15
7.5413 -28.41726 0.44 -32.50581 0.15
4.109 -27.0504 0.004 -31.73 0.07
